ItemSerialID,SerialNumber
16106,ESE-Ha-2
16107,ESE-Ha-3
16108,ESE-Ha-4
16109,ESE-Ha-5
16110,AT831CW-1
16111,AT831CW-2
16112,AT831CW-3
16113,AT831CW-4
16114,5CD3380YXL
16115,A1LXP8V
16116,A1KMYW3
16117,A1LXP9Y
16118,A1VR2U0
16119,A1VR09F
16120,A1VR2T0
16121,A1VR0LL
16122,A0TJR2N
16123,A1UWCRU
16124,A256EDL
16125,A26F5CM
16126,A1YW8X0
16127,A1YRYTX
16128,A1YW8Y3
16129,A1YW8R0
16130,A1YW8U8
16131,A1YTDHR
16132,A1YW8RV
16133,A1YW8RU
16134,A1YW900
16135,A1YW8R4
16136,A1YW903
16137,A1YTDJE
16138,A26KACT
16139,A26KA7W
16140,A261EX8
16141,A26KAA1
16142,A252CKJ
16143,A26KA7C
16144,A252CKQ
16145,A26KA9U
16146,A261EY7
16147,A2466C5
16148,A26K9QW
16149,A26KAAW
16150,A26KA7V
16151,A261F03
16152,A26K9P6
16153,A26KA1H
16154,A26K9NR
16155,A26K9RN
16156,6506261-1
16157,6506260-1
16158,6506260-2
16311,3DH01027920
16313,12121212
16314,12312322
16776,333676339
16777,3346748774
16778,3346748972
16779,10013463001464
16780,100013463001456
16781,5028695603196
16782,NULL
16783,NULL
16784,NULL
16785,NULL
16786,NULL
16787,NULL
16788,NULL
16789,NULL
16790,NULL
16791,NULL
16792,NULL
16793,NULL
16794,NULL
16795,NULL
16796,NULL
16797,NULL
16798,NULL
16799,NULL
16800,101183
16801,100934
16802,NULL
16803,NULL
16804,NULL
16805,NULL
16806,NULL
16807,NULL
16808,NULL
16809,NULL
16810,NULL
16811,NULL
16812,NULL
16813,NULL
16814,NULL
16815,NULL
16816,3346748904
16817,3346748858
16818,3346748854
16819,NULL
16820,2144532
16821,NULL
16822,NULL
16823,5955842
16824,NULL
16825,2143779
16826,2143778
16827,7165726
16828,NULL
16829,NULL
16830,NULL
16831,NULL
16832,NULL
16833,NULL
16834,NULL
16835,NULL
16836,NULL
16837,NULL
16838,NULL
16839,NULL
16840,NULL
16841,NULL
16842,NULL
16843,NULL
16844,NULL
16845,NULL
16846,NULL
16847,NULL
16848,NULL
16849,NULL
16850,NULL
16851,NULL
16852,8311227900121
16853,NULL
16854,NULL
16855,NULL
16856,NULL
16857,NULL
16858,NULL
16859,NULL
16860,NULL
16861,NULL
16862,NULL
16863,NULL
16864,NULL
16865,NULL
16866,NULL
16867,NULL
16868,NULL
16869,NULL
16870,NULL
16871,NULL
16872,NULL
16873,NULL
16874,NULL
16875,NULL
16876,NULL
16877,NULL
16878,101184
16879,94
16880,NULL
16881,NULL
16882,NULL
16883,NULL
16884,NULL
16885,NULL
16886,NULL
16887,NULL
16888,1190150778
16889,1190150773
16890,1190150774
16891,1190150780
16892,NULL
16893,NULL
16894,NULL
16895,NULL
16896,NULL
16897,NULL
16898,NULL
16899,NULL
16900,NULL
16901,NULL
16902,NULL
16903,NULL
16904,NULL
16905,NULL
16906,NULL
16907,NULL
16908,NULL
16909,6201107180083
16910,NULL
16911,NULL
16912,NULL
16913,NULL
16914,NULL
16915,NULL
16916,NULL
16917,NULL
16918,NULL
16919,NULL
16920,NULL
16921,NULL
16922,NULL
16923,NULL
16924,NULL
16925,6166151
16926,NULL
16927,NULL
16928,NULL
16929,NULL
16930,NULL
16931,NULL
16932,NULL
16933,NULL
16934,NULL
16935,NULL
16936,NULL
16937,NULL
16938,NULL
16939,NULL
16940,NULL
16941,NULL
16942,NULL
16943,NULL
16944,NULL
16945,NULL
16946,NULL
16947,NULL
16948,NULL
16949,NULL
16950,NULL
16951,NULL
16952,NULL
16953,NULL
16954,NULL
16955,NULL
16956,NULL
16957,NULL
16958,NULL
16959,NULL
16960,NULL
16961,NULL
16962,NULL
16963,NULL
16964,NULL
16965,30450959
16966,NULL
16967,NULL
16968,NULL
16969,NULL
16970,NULL
16971,NULL
16972,NULL
16973,NULL
16974,NULL
16975,NULL
16976,NULL
16977,NULL
16978,NULL
16979,NULL
16980,NULL
16981,NULL
16982,NULL
16983,NULL
16984,NULL
16985,NULL
16986,NULL
16987,NULL
16988,NULL
16989,NULL
16990,NULL
16991,NULL
16992,NULL
16993,NULL
16994,NULL
16995,NULL
16996,NULL
16997,NULL
16998,NULL
16999,NULL
17000,NULL
17001,NULL
17002,NULL
17003,NULL
17004,552021030345
17005,NULL
17008,A0JXDP2 E23992
17009,A0N81X1 E24819
17010,787513055 ER12810
17011,707642009 ER12762
17012,707642013 ER12762
17013,A0B6XU7  E23590
17014,A0F9WD0 E23590
17015,A05GHTS ER19004
17016,A00VSGU ER15167
17017,A00WQXI ER16580
17018,A0BYP7V ER23154
17019,EXT0000000000379
17020,642445013 ER0827
17021,643359024 ER0827
17022,643359036 ER0827
17023,643359037 ER0827
17024,643359022 ER0827
17025,A01UL81 ER17694
17026,A00NZ20 ER16547
17027,A05Y01IP ER19330
17028,NULL
17029,N101369LN
17030,106140030000200
17031,P0133734
17032,N/A
17033,N/A
17034,N/A
17035,NULL
17036,NULL
17037,N/A
17038,N/A
17039,N/A
17040,N/A
17041,N/A
17042,N/A
17043,N/A
17044,N/A
17045,N/A
17046,N/A
17047,CONE664434
17048,3CB6-X50877-2Z
17049,DA-SNAP-DM69X110NPA130DIC
17050,N/A
17051,OSSR3K6NC02611N
17052,NULL
17053,98002800NB
17054,A29Q1YY
17055,N/A
17056,N/A
17057,08JF3K4W500219J
17058,08JF3K4W500292A
17059,08JF3K4W500311B
17060,08JF3K4W500278J
17061,NULL
17062,N/A
17063,AS-S2-CC1540
17064,AS-S2-CC1840
17065,N/A
17066,N/A
17067,N/A
17068,JC02777
17069,1404-0014
17070,N/A
17071,NULL
17072,ETLBNOC154949-791F40H7
17073,E39298170
17074,E39397977
17075,3AB07606043
17076,3AB07606055
17077,2TG27535082
17078,2TG27535119
17079,2TG27535551
17080,2TG37535537
17081,2TG27535094
17082,N/A
17083,A2UH38X
17084,050547Z40770084AE
17085,050547Z50780051AE
17086,N/A
17087,N/A
17088,029309910530002BP
17089,N/A
17090,N/A
17091,PSZ24321KZ7
17092,N/A
17093,GLS-ODT-C-CN
17094,D1N-4DIMFLV4
17095,2002SCQ04X89
17096,DTPHDMI4K230TX
17097,A2649NF
17098,A2649MC
17099,A2648WW
17100,A26DEPC
17101,A26DECP
17102,A25J9L2
17103,A26DEJ4
17104,A222P1A
17105,ECC11057
17106,ECC12505
17107,ECC11113
17108,ECC12501
17109,3SL16901381
17110,3AA2995858
17111,3AA29995872
17112,3AA29995810
17113,3AA21363301
17114,3AA29993882
17115,3AA29993919
17116,3AA29993921
17117,3AA29993894
17118,3AA29994023
17119,3AA29992386
17120,N/A
17121,A21W2CB
17122,A21W2CD
17123,NULL
17124,A1KC-244-0017
17125,A2HWVQW
17126,AOOVSGU
17127,AOOWQX1
17128,A28EX9U
17129,A285TT2
17130,A24X9YA
17131,A26AX1C
17132,A28876L
17133,A2HYU4V
17134,A2HYU51
17135,NULL
17136,NULL
17137,NULL
17138,NULL
17139,06LB3K6R900391
17140,09U33K6X401335
17141,A26FJRC
17142,A26F5L2
17143,60-1271-1
17144,A2599UF
17145,A29YJ6A
17146,A21Y8WR
17147,1946MT005DC9
17148,1949MT020899
17149,2SL13565098
17150,N/A
17151,FSR1U
17152,NULL
17153,2010JBH05503
17154,2010JBH20977
17155,2005NEJ07643
17156,2005NEJ07704
17157,2010NEJ08230
17158,2010NEJ08104
17159,2010JBH0457S
17160,N/A
17161,PSZ24411HS3
17162,A29CYEQ
17163,NULL
17164,NULL
17165,NULL
17166,NULL
17167,NULL
17168,NULL
17169,NULL
17170,NULL
17171,NULL
17172,NULL
17173,NULL
17174,NULL
17175,NULL
17176,NULL
17177,NULL
17178,OSST3K6N900103
17179,OSST3K6N900083
17180,O6LB3K6W300557E
17181,O8JJ3K6W602311Y
17182,O8JJ3K6W600056M
17183,O8JJ3K1W600203
17184,O8JJ3K6W602624H
17185,O8JJ3K1W60019S
17186,O8JJ3K6W602313K
17187,O8JJ3K6W600041V
17188,O8JJ3K6W600062Z
17189,O8JJ3K6W602314B
17190,O8JJ3K1W600032
17191,N/A
17192,N/A
17193,N/A
17194,N/A
17195,N/A
17196,N/A
17197,N/A
17198,N/A
17199,N/A
17200,N/A
17201,N/A
17202,N/A
17203,N/A
17204,N/A
17205,N/A
17206,N/A
17207,N/A
17208,N/A
17209,N/A
17210,N/A
17211,N/A
17212,N/A
17213,N/A
17214,N/A
17215,N/A
17216,N/A
17217,N/A
17218,N/A
17219,N/A
17220,N/A
17221,N/A
17222,N/A
17223,N/A
17224,N/A
17225,N/A
17226,N/A
17227,N/A
17228,N/A
17229,N/A
17230,N/A
17231,N/A
17232,N/A
17233,N/A
17234,NULL
17235,N/A
17236,WA9085
17237,RL8060
17238,UG2020
17239,UF2017
17240,NULL
17241,400-0500-00
17242,R9801272
17243,WACY83801155
17244,WACW00900068
17245,WACW00900073
17246,WACW73800635
17247,WACW31100103
17248,WACW00100024
17249,WACW52700466
17250,WACW00900074
17251,WACW00900075
17252,QHZF00003632
17253,N4VF00031873
17254,N4VF00031871
17255,N4VF00031879
17256,N4VF00031875
17257,N4VF00006213
17258,QHXF00002478
17259,QHXF00002358
17260,QHXF00002477
17261,QHXF00002359
17262,QHXF00002363
17263,N26F00013625
17264,N26F000013624
17265,N28F00033785
17266,N28F00033783
17267,X3HQ00009566
17268,X3HQ00009572
17269,X3HQ00009735
17270,X3HQ00009570
17271,X3HQ00009564
17272,MT1065/MT1060
17273,A1AH98
17274,A2C6P81
17275,A2AANFL
17276,A2AANM1
17277,A2C6PA6
17278,A2C6P83
17279,A2C6POD
17280,A2C6P79
17281,A2AAPDL
17282,A2990HA
17283,A29906R
17284,A2AAP94
17285,A2AAPAF
17286,A2AAPD5
17287,A2AAPAD
17288,A2DNCJX
17289,A2DNCJA
17290,A2DNCCCL
17291,A26EY53
17292,NULL
17293,NULL
17294,NULL
17295,NULL
17296,F0C2134NKXY
17297,F0C2134NKZS
17298,N/A
17299,N/A
17300,N/A
17301,N/A
17302,N/A
17303,N/A
17304,12 AWG (250FT)
17305,2400MHZ(104M)
17306,"14 AWG (152,4M)"
17307,750HMCORAXCABLE(305M)
17308,A033E0Q
17309,A0B5JXX
17310,22-236-03
17311,NULL
17312,NULL
17313,NULL
17314,NULL
17315,NULL
17316,NULL
17317,NULL
17318,NULL
17319,NULL
17320,NULL
17321,NULL
17322,NULL
17323,NULL
17324,NULL
17325,NULL
17326,NULL
17327,FOC2141PDMD
17328,FOC2135N85Q
17329,FOC213P9G7
17330,CTS-5K-CAM-CLSTR
17331,AOAGBO
17332,1002005R00159677
17333,AOAG1BA
17334,15M1LS-INS(600V)
17335,KOKA799
17336,NULL
17337,NULL
17338,NULL
17339,NULL
17340,NULL
17341,NULL
17342,NULL
17343,NULL
17344,NULL
17345,NULL
17346,NULL
17347,NULL
17348,NULL
17349,NULL
17350,NULL
17351,NULL
17352,NULL
17353,NULL
17354,TYZ21300273
17355,TYZ21300275
17356,TYZ21300274
17357,TYZ21300272
17358,TYZ21300271
17359,TYZ21300276
17360,TYZ2126BO87
17361,C5-31U001-2-B-2
17362,C5-31U001-2-A-1
17363,C5-11U001-2-C-3
17364,N/A
17365,1404-0003
17366,1404-0021
17367,1404-0011
17368,NULL
17369,NULL
17370,NULL
17371,NULL
17372,NULL
17373,NULL
17374,NULL
17375,NULL
17376,NULL
17377,NULL
17378,NULL
17379,NULL
17380,NULL
17381,NULL
17382,NULL
17383,NULL
17384,NULL
17385,NULL
17386,NULL
17387,NULL
17388,NULL
17389,NULL
17390,NULL
17391,NULL
17392,N/A
17393,N/A
17394,E63600249
17395,N/A
17396,NULL
17397,NULL
17398,NULL
17399,003KCMRN7963
17400,003KCPYN7952
17401,0SSX3K6N900336
17402,210505X33B0357
17403,210505X33130300
17404,077804Z90080093AE
17405,811-1102-0127
17406,N/A
17407,005.158.153
17408,NULL
17409,NULL
17410,NULL
17411,10130203900241
17412,077165223390297AE
17413,3079005
17414,3085149
17415,CR/9WSCAP0008514
17416,N/A
17417,N/A
17418,1404-0141
17419,N/A
17420,N/A
17421,NULL
17422,b80bd4031
17423,D806D1012
17424,S190800592CCY
17425,NULL
17426,A40BD3052
17427,N/A
17428,A09WXXB
17429,A13NY56
17430,A0ACHC9
17431,NULL
17432,NULL
17433,NULL
17434,4PU37770A10C9
17435,B7301009
17436,010230.184
17437,001.063.087
17438,NULL
17439,NULL
17440,218010323
17441,3147987
17442,508030264
17443,0070253514100100032
17444,DVS304A
17445,A0V5HWD
17446,A0V5HTT
17447,A0UL4AV
17448,A0UPDVL
17449,A0UL4JJ
17450,A0V58D3
17451,A0V5HTV
17452,A0V5HVP
17453,A0V58DJ
17454,A0VPDWX
17455,A0V5HVO
17456,A0V5HRO
17457,A0VM8D6
17458,A0W89AP
17459,A0V9XVJ
17460,A0WJCHQ
17461,A0W88QN
17462,A0W88Y5
17463,A0W88X3
17464,A0W89A7
17465,A0W890P
17466,A0W898A
17467,A0WJC78
17468,A0T2HWU
17469,A1JE7MF
17470,A1JE7M3
17471,A06Y2ACE
17472,F0C2106N4EN
17473,1509TMB22P59B004
17474,210505X46A0109
17475,80li
17476,B73801809
17477,NULL
17478,A8AX750A00359
17479,A8AX750A00354
17480,A049RE7
17481,A0JM6J6
17482,A0N81X1
17483,A0JXDPV
17484,1286PYS
17485,A0BQPIT
17486,NULL
17487,MC-1210-00011
17488,129090T3
17489,A0MK84R
17490,A0MK84P
17491,A0MK83A
17492,A0MK83L
17493,A0MK84T
17494,A0MK84H
17495,A0MK84B
17496,AOMK84K
17497,A0MK856
17498,A0MK854
17499,A0MK84D
17500,A0MK84L
17501,A0V6VKT
17502,A0WJC74
17503,A0TAQDX
17504,AHA10-LTM192T-003471
17505,117J9515-2A0119185
17506,A0V95PQ
17507,A094PGL
17508,A11NEHE
17509,00107F3D29DC
17510,1404-0139
17511,NULL
17512,MC-1210-00082
17513,129090T3
17514,MX-1210-0019
17515,E39296681
17516,E39296637
17517,E39296788
17518,NULL
17519,NULL
17520,NULL
17521,NULL
17522,NULL
17523,NULL
17524,NULL
17525,NULL
17526,NULL
17527,NULL
17528,NULL
17529,OOA4008D
17530,OOA01017
17531,OOA401E8
17532,OOA4003C
17533,OOA401AB
17534,OOA40047
17535,OOA401B2
17536,OOA401F5
17537,OOA401EE
17538,OOA40011
17539,OOA40178
17540,OOA401B8
17541,OOA401E9
17542,OOA40033
17543,OOA40041
17544,OOA401F3
17545,OOA400A4
17546,OOA401DF
17547,OOA401B5
17548,OOA4010A
17549,OOAY01E5
17550,OOA40189
17551,OOA401BB
17552,OOA401E3
17553,OOA40064
17554,OOA401B3
17555,OOA401E7
17556,998110500914010030
17557,99811050098810007
17558,998110500914010008
17559,998110500914010016
17560,NULL
17561,1131123
17562,03-7100084-0
17563,VN9CA001017
17564,NULL
17565,B72900787
17566,NULL
17567,OC6BE2
17568,04283D1334
17569,0066AD
17570,03LL3K6J800097
17571,OSSC3K6M700274
17572,N/A
17573,98002830NB
17574,98002801NB
17575,98002822NB
17576,98002892NB
17577,N/A
17578,N/A
17579,69000729NB
17580,N/A
17581,N/A
17582,N/A
17583,N/A
17584,N/A
17585,N/A
17586,N/A
17587,N/A
17588,N/A
17589,N/A
17590,N/A
17591,N/A
17592,N/A
17593,N/A
17594,N/A
17595,N/A
17596,N/A
17597,N/A
17598,N/A
17599,N/A
17600,N/A
17601,N/A
17602,N/A
17603,N/A
17604,N/A
17605,N/A
17606,N/A
17607,N/A
17608,N/A
17609,N/A
17610,N/A
17611,N/A
17612,N/A
17613,N/A
17614,N/A
17615,N/A
17616,N/A
17617,N/A
17618,N/A
17619,N/A
17620,N/A
17621,N/A
17622,N/A
17623,N/A
17624,N/A
17625,N/A
17626,N/A
17627,N/A
17628,N/A
17629,N/A
17630,N/A
17631,N/A
17632,N/A
17633,N/A
17634,N/A
17635,N/A
17636,N/A
17637,N/A
17638,N/A
17639,N/A
17640,N/A
17641,N/A
17642,N/A
17643,N/A
17644,N/A
17645,N/A
17646,N/A
17647,N/A
17648,N/A
17649,N/A
17650,N/A
17651,N/A
17652,N/A
17653,AT8666RSC.4.3
17654,AT8666RSC.4.4
17655,AT8666RSC.4.6
17656,AT8666RSC.4.2
17657,AT8666RSC.4.5
17658,AT8666RSC.4.7
17659,AT8666RSC.4.1
17660,ES935SML6.4.1
17661,ES935SML6.4.3
17662,ES935SML6.4.5
17663,ES935SML6.4.4
17664,ES935SML6.4.6
17665,ES935SML6.4.7
17666,30008810
17667,225553RKS2A0249
17668,42341AU2400363
17669,OBR-755443
17670,ORB755546
17671,ORB755159
17672,ORB886701
17673,ORB886700
17674,ORB755545
17675,ORB755163
17676,ORB755544
17677,US002110
17678,US009100
17679,US007120
17680,S0306
17681,001.157.151
17682,001.159.023
17683,001.158.009
17684,001.157.120
17685,001.158.245
17686,001.157.160
17687,001.157.166
17688,001.157.171
17689,001.157.119
17690,001.157.041
17691,"001.158.232'
17692	001.158.086"""
17693,001.157.133
17694,001.157.088
17695,001.158.144
17696,001.157.134
17697,001.158.028
17698,001.158.242
17699,001.159.027
17700,001.158.035
17701,001.158.053
17702,001.158.078
17703,001.158.206
17704,001.157.188
17705,001.159.004
17706,001.157.020
17707,001.159.011
17708,001.157.113
17709,001.157.142
17710,001.157.214
17711,001.157.019
17712,001.158.179
17713,001.157.209
17714,001.157.128
17715,001.158.135
17716,001.158.250
17717,N/A
17718,NULL
17719,N/A
17720,05S13K6N900411
17721,08JL3K6W500416Y
17722,08JL3K6W500151V
17723,08JL3K6W50005A
17724,08JL3K6W500348B
17725,08JL3K6W50040SM
17726,06LC3K6W300031E
17727,N/A
17728,N/A
17729,PJ01UCM
17730,SU010001
17731,N/A
17732,N/A
17733,05095gs11007
17734,N/A
17735,N/A
17736,N/A
17737,N/A
17738,N/A
17739,N/A
17740,N/A
17741,N/A
17742,PDWS32-SSP
17743,N/A
17744,08JB3K1W500134
17745,08JB3K1W400023
17746,08JB3K1W600237
17747,N/A
17791,21435-009-55
17792,21090-300-55
17793,181104474
17794,029309901660012BP
17795,A2CV2HQ
17796,A2CV2HJ
17797,02930901520043BP
17798,0293099705020209AP
17799,A25T05P
17800,080394Z11900088BE
17801,080394Z11900084BE
17802,080394Z11900166BE
17803,080394Z1190077BE
17804,080394Z100400S1BE
17805,080394Z11900083BE
17806,080394Z11900156BE
17807,080394Z11900092BE
17808,A2DWEMQ
17809,A26PODF
17810,A275NQX
17811,5707990-N
17812,808KCYQMC322
17813,ZBD83SGD800145R
17814,NEXT3MSZ500026J
17815,05JF3K4W5002195J
17816,08JF3K4W500272A
17817,MULTI8YMCV6T-TM
17818,98002800N8
17819,18001971NB
17820,92000368NB
17821,1945NEJO7668
17822,1952JBH16901
17823,1938JBH03079
17824,1922JBH08885
17825,1922JBH22555
17836,A22X9D7
17837,A22X97E
17838,A25U85J
17839,A25U8H5
17841,AOBV889-EE22447
17842,AOBV88X-EE22447
17843,A25U7L1
17844,A25U96Y
17845,UCCLY01109
17846,KUU141978
17847,3DH01029762
17848,24BS8332
17849,COSM0133D6SX116NPAMW220
17851,DA-SNAP-DM69X110NPA130DI04
17852,3CB6-X50877-23
17853,BARONET/HW08/28/07
17854,WNS00800162
17855,F9D003672
17856,F9D003682
17857,F9D003671
17858,F9D002047
17859,003-004774-01
17860,F9D003681
17861,A282CY8
17862,25CN2408V40062
17863,25CN2408V40065
17864,25CN2408V40064
17865,25CN2345V40104
17866,25CN2401V1V40021
17867,E90X18839
17868,E90X15956
17869,E90X18817
17870,E90X12903
17871,E90X11634
17872,E90X18818
17873,E90X12374
17874,E90X14631
17875,OS400397
17876,OS400347
17877,OS400373
17878,OS400291
17879,OS400444
17880,OS400294
17881,A2CV23T
17882,A2CV26W
17883,A2CV2DL
17884,A281M1P
17885,A27CHUJ
17886,A281LY4
17887,A281LY3
17888,A27CHPF
17889,A27CHUR
17890,A27CHUQ
17891,A27CHQC
17892,A27CHQA
17893,A27CHPE
17894,A27CHUK
17895,04YNHNIK300266W